# started 2026-08-15T18:43:38Z on ip-172-31-9-237
# time load procs threads fd_used fd_max conntrack ct_max mem_avail_mb tcp_estab tcp_tw sshd
2026-08-15T18:46:12Z 1.01 181 230 1169 9223372036854775807 0 1048576 14780 1 1 1
2026-08-15T18:46:17Z 1.01 181 230 1166 9223372036854775807 0 1048576 14782 1 1 1
2026-08-15T18:46:22Z 1.01 181 230 1163 9223372036854775807 0 1048576 14805 1 1 1
2026-08-15T18:46:27Z 1.00 178 230 1159 9223372036854775807 0 1048576 14806 1 1 1
2026-08-15T18:46:33Z 1.00 181 230 1165 9223372036854775807 0 1048576 14780 1 1 1
2026-08-15T18:46:38Z 1.00 181 230 1164 9223372036854775807 0 1048576 14767 1 1 1
2026-08-15T18:46:43Z 1.00 181 230 1163 9223372036854775807 0 1048576 14750 1 1 1
2026-08-15T18:46:48Z 1.00 181 230 1167 9223372036854775807 0 1048576 14770 1 1 1
2026-08-15T18:46:53Z 1.00 181 230 1164 9223372036854775807 0 1048576 14760 1 1 1
2026-08-15T18:46:58Z 1.00 180 229 1160 9223372036854775807 0 1048576 14743 1 1 1
2026-08-15T18:47:03Z 1.00 180 229 1162 9223372036854775807 0 1048576 14734 1 1 1
2026-08-15T18:47:08Z 1.00 182 231 1190 9223372036854775807 0 1048576 14696 2 1 3
2026-08-15T18:47:13Z 1.00 182 231 1171 9223372036854775807 0 1048576 14613 1 1 1
2026-08-15T18:47:18Z 1.00 182 231 1172 9223372036854775807 0 1048576 14718 1 1 1
2026-08-15T18:47:23Z 1.00 164 216 1154 9223372036854775807 0 1048576 14722 1 1 1
2026-08-15T18:47:28Z 1.00 168 217 1171 9223372036854775807 0 1048576 14613 1 1 1
2026-08-15T18:47:33Z 1.00 162 212 1160 9223372036854775807 0 1048576 14637 1 1 1
2026-08-15T18:47:38Z 1.00 164 213 1165 9223372036854775807 0 1048576 14615 1 1 1
2026-08-15T18:47:43Z 1.00 165 214 1159 9223372036854775807 0 1048576 14627 1 1 1
2026-08-15T18:47:48Z 0.92 159 208 1097 9223372036854775807 0 1048576 14712 1 1 1
2026-08-15T18:47:53Z 0.85 159 208 1097 9223372036854775807 0 1048576 14789 1 1 1
2026-08-15T18:47:58Z 0.78 158 207 997 9223372036854775807 0 1048576 14848 1 1 1
2026-08-15T18:48:03Z 0.72 158 207 997 9223372036854775807 0 1048576 14881 1 1 1
2026-08-15T18:48:08Z 0.66 158 207 997 9223372036854775807 0 1048576 14883 1 1 1
2026-08-15T18:48:13Z 0.61 162 211 1143 9223372036854775807 0 1048576 14878 2 1 3
2026-08-15T18:48:18Z 0.56 163 212 1143 9223372036854775807 0 1048576 14881 2 2 3
2026-08-15T18:48:23Z 0.51 161 210 1097 9223372036854775807 0 1048576 14884 1 2 1
2026-08-15T18:48:28Z 0.47 161 210 1097 9223372036854775807 0 1048576 14884 1 2 1
2026-08-15T18:48:33Z 0.43 161 210 997 9223372036854775807 0 1048576 14886 1 2 1
2026-08-15T18:48:38Z 0.40 161 210 997 9223372036854775807 0 1048576 14886 1 2 1
2026-08-15T18:48:43Z 0.37 163 212 1024 9223372036854775807 0 1048576 14886 2 2 3
2026-08-15T18:48:48Z 0.34 164 213 1097 9223372036854775807 0 1048576 14866 1 2 1
2026-08-15T18:48:54Z 0.31 164 213 1097 9223372036854775807 0 1048576 14876 1 2 1
2026-08-15T18:48:59Z 0.28 162 211 997 9223372036854775807 0 1048576 14885 1 2 1
2026-08-15T18:49:04Z 0.26 162 211 997 9223372036854775807 0 1048576 14886 1 2 1
2026-08-15T18:49:09Z 0.24 162 211 997 9223372036854775807 0 1048576 14886 1 2 1
2026-08-15T18:49:14Z 0.22 162 211 997 9223372036854775807 0 1048576 14885 1 2 1
2026-08-15T18:49:19Z 0.20 163 212 1024 9223372036854775807 0 1048576 14886 2 1 3
2026-08-15T18:49:24Z 0.19 166 212 1084 9223372036854775807 0 1048576 14888 2 2 3
2026-08-15T18:49:29Z 0.25 196 254 1250 9223372036854775807 0 1048576 14579 1 3 1
2026-08-15T18:49:34Z 0.31 171 258 1268 9223372036854775807 40 1048576 14515 8 3 1
2026-08-15T18:49:39Z 0.45 196 306 1417 9223372036854775807 66 1048576 14434 12 3 1
2026-08-15T18:49:44Z 0.49 204 344 1476 9223372036854775807 127 1048576 14334 13 4 1
2026-08-15T18:49:49Z 0.53 188 328 1405 9223372036854775807 145 1048576 14402 10 7 1
2026-08-15T18:49:54Z 0.57 187 340 1396 9223372036854775807 164 1048576 14242 9 12 1
2026-08-15T18:49:59Z 1.41 194 368 1475 9223372036854775807 166 1048576 14018 9 12 1
2026-08-15T18:50:04Z 3.54 190 355 1473 9223372036854775807 108 1048576 13904 6 15 1
2026-08-15T18:50:09Z 4.13 188 342 1396 9223372036854775807 108 1048576 14050 3 18 1
2026-08-15T18:50:14Z 4.12 190 344 1423 9223372036854775807 110 1048576 13563 4 18 3
2026-08-15T18:50:19Z 3.87 189 318 1407 9223372036854775807 113 1048576 14516 2 19 1
2026-08-15T18:50:24Z 3.72 187 316 1378 9223372036854775807 125 1048576 14540 4 18 1
2026-08-15T18:50:29Z 3.50 188 317 1375 9223372036854775807 126 1048576 14572 2 17 1
2026-08-15T18:50:34Z 3.22 188 317 1375 9223372036854775807 126 1048576 14644 2 17 1
2026-08-15T18:50:39Z 2.96 188 322 1370 9223372036854775807 131 1048576 14681 2 22 1
2026-08-15T18:50:44Z 2.73 187 316 1365 9223372036854775807 139 1048576 14685 2 28 1
2026-08-15T18:50:49Z 2.51 198 334 1540 9223372036854775807 163 1048576 14649 32 26 1
2026-08-15T18:50:54Z 2.31 185 317 1371 9223372036854775807 73 1048576 14690 2 47 1
2026-08-15T18:51:00Z 2.12 185 317 1371 9223372036854775807 82 1048576 14688 2 44 1
2026-08-15T18:51:05Z 1.95 183 315 1271 9223372036854775807 82 1048576 14696 2 44 1
2026-08-15T18:51:10Z 1.79 183 315 1270 9223372036854775807 82 1048576 14696 1 39 1
2026-08-15T18:51:15Z 1.65 183 316 1270 9223372036854775807 82 1048576 14696 1 39 1
2026-08-15T18:51:20Z 1.52 185 318 1314 9223372036854775807 84 1048576 14695 2 39 3
2026-08-15T18:51:25Z 1.40 185 318 1370 9223372036854775807 91 1048576 14691 1 40 1
2026-08-15T18:51:30Z 1.28 185 318 1370 9223372036854775807 91 1048576 14691 1 40 1
2026-08-15T18:51:35Z 1.18 183 316 1270 9223372036854775807 92 1048576 14697 1 40 1
2026-08-15T18:51:40Z 1.09 183 316 1261 9223372036854775807 92 1048576 14700 1 35 1
2026-08-15T18:51:45Z 1.00 183 316 1261 9223372036854775807 92 1048576 14707 1 35 1
2026-08-15T18:51:50Z 0.92 185 318 1288 9223372036854775807 94 1048576 14708 2 27 3
2026-08-15T18:51:55Z 1.01 205 333 1464 9223372036854775807 63 1048576 14683 2 4 3
2026-08-15T18:52:00Z 0.93 193 321 1461 9223372036854775807 68 1048576 14697 2 4 3
2026-08-15T18:52:05Z 0.85 192 324 1876 9223372036854775807 178 1048576 14689 201 6 1
2026-08-15T18:52:10Z 1.02 192 324 1877 9223372036854775807 178 1048576 14678 201 6 1
2026-08-15T18:52:15Z 1.10 189 321 1384 9223372036854775807 180 1048576 14713 1 7 1
2026-08-15T18:52:20Z 1.01 192 328 1744 9223372036854775807 284 1048576 14703 201 9 1
2026-08-15T18:52:25Z 1.09 194 330 1789 9223372036854775807 288 1048576 14698 202 9 3
2026-08-15T18:52:30Z 1.25 189 321 1406 9223372036854775807 298 1048576 14732 2 12 3
2026-08-15T18:52:35Z 1.15 192 328 1838 9223372036854775807 389 1048576 14706 201 12 1
2026-08-15T18:52:40Z 1.21 192 328 1922 9223372036854775807 390 1048576 14696 201 12 1
2026-08-15T18:52:45Z 1.36 187 319 1350 9223372036854775807 390 1048576 14723 1 14 1
2026-08-15T18:52:50Z 1.25 188 320 1386 9223372036854775807 392 1048576 14722 1 14 1
2026-08-15T18:52:55Z 1.31 191 327 1736 9223372036854775807 144 1048576 14704 201 15 1
2026-08-15T18:53:00Z 1.36 191 327 1736 9223372036854775807 144 1048576 14701 201 15 1
2026-08-15T18:53:05Z 1.26 188 320 1388 9223372036854775807 149 1048576 14720 1 14 1
2026-08-15T18:53:11Z 1.15 191 328 1962 9223372036854775807 257 1048576 14701 201 15 1
2026-08-15T18:53:16Z 1.30 191 328 1860 9223372036854775807 257 1048576 14697 201 15 1
2026-08-15T18:53:21Z 1.36 189 322 1417 9223372036854775807 270 1048576 14703 2 13 3
2026-08-15T18:53:26Z 1.25 190 327 1754 9223372036854775807 375 1048576 14699 201 14 1
2026-08-15T18:53:31Z 1.39 190 327 1754 9223372036854775807 375 1048576 14701 201 12 1
2026-08-15T18:53:36Z 1.52 185 318 1390 9223372036854775807 377 1048576 14713 1 11 1
2026-08-15T18:53:41Z 1.40 188 325 1878 9223372036854775807 457 1048576 14711 201 11 1
2026-08-15T18:53:46Z 1.45 188 325 1788 9223372036854775807 457 1048576 14696 201 11 1
2026-08-15T18:53:51Z 1.49 182 315 1354 9223372036854775807 457 1048576 14734 1 12 1
2026-08-15T18:53:56Z 1.37 186 323 1788 9223372036854775807 560 1048576 14716 201 12 1
2026-08-15T18:54:01Z 1.50 186 323 1802 9223372036854775807 249 1048576 14708 201 12 1
2026-08-15T18:54:06Z 1.62 181 314 1354 9223372036854775807 249 1048576 14728 1 13 1
2026-08-15T18:54:11Z 1.49 185 318 1436 9223372036854775807 260 1048576 14687 2 13 3
2026-08-15T18:54:16Z 1.37 187 324 1826 9223372036854775807 376 1048576 14690 201 15 1
2026-08-15T18:54:21Z 1.42 187 325 1950 9223372036854775807 376 1048576 14690 201 14 1
2026-08-15T18:54:26Z 1.47 183 317 1385 9223372036854775807 378 1048576 14727 1 16 1
2026-08-15T18:54:31Z 1.35 186 324 1747 9223372036854775807 458 1048576 14718 201 16 1
2026-08-15T18:54:36Z 1.40 186 323 1747 9223372036854775807 458 1048576 14711 201 14 1
2026-08-15T18:54:41Z 1.53 179 309 1290 9223372036854775807 460 1048576 14724 1 16 1
2026-08-15T18:54:46Z 1.41 197 338 1728 9223372036854775807 511 1048576 14698 81 17 1
2026-08-15T18:54:51Z 2.26 198 338 1670 9223372036854775807 511 1048576 14698 81 14 1
2026-08-15T18:54:56Z 3.36 179 316 1349 9223372036854775807 513 1048576 14728 1 46 1
2026-08-15T18:55:01Z 3.09 195 336 1610 9223372036854775807 146 1048576 14712 70 47 3
2026-08-15T18:55:06Z 3.16 195 336 1592 9223372036854775807 153 1048576 14708 70 45 3
2026-08-15T18:55:12Z 3.15 176 313 1320 9223372036854775807 156 1048576 14732 1 69 1
2026-08-15T18:55:17Z 2.90 178 315 1358 9223372036854775807 164 1048576 14727 1 67 1
2026-08-15T18:55:22Z 4.03 196 337 1685 9223372036854775807 215 1048576 14707 78 68 1
2026-08-15T18:55:27Z 5.06 196 334 1673 9223372036854775807 215 1048576 14705 46 67 1
2026-08-15T18:55:32Z 4.66 178 315 1358 9223372036854775807 217 1048576 14732 1 96 1
2026-08-15T18:55:37Z 4.29 197 338 1616 9223372036854775807 266 1048576 14709 81 97 1
2026-08-15T18:55:42Z 4.32 197 338 1616 9223372036854775807 266 1048576 14703 81 95 1
2026-08-15T18:55:47Z 3.97 178 315 1366 9223372036854775807 268 1048576 14725 1 130 1
2026-08-15T18:55:52Z 4.45 197 338 1708 9223372036854775807 318 1048576 14697 81 129 1
2026-08-15T18:55:57Z 5.62 200 344 1756 9223372036854775807 319 1048576 14694 82 97 3
2026-08-15T18:56:02Z 5.17 181 318 1411 9223372036854775807 231 1048576 14733 2 129 3
2026-08-15T18:56:07Z 4.91 198 339 1618 9223372036854775807 281 1048576 14714 81 128 1
2026-08-15T18:56:12Z 4.92 198 339 1618 9223372036854775807 281 1048576 14708 81 103 1
2026-08-15T18:56:17Z 4.53 177 314 1323 9223372036854775807 281 1048576 14732 1 137 1
2026-08-15T18:56:22Z 5.85 198 339 1651 9223372036854775807 339 1048576 14699 81 137 1
2026-08-15T18:56:27Z 6.66 198 339 1699 9223372036854775807 342 1048576 14699 81 137 1
2026-08-15T18:56:32Z 6.13 177 314 1325 9223372036854775807 342 1048576 14732 1 138 1
2026-08-15T18:56:37Z 5.63 179 316 1363 9223372036854775807 344 1048576 14726 1 137 1
2026-08-15T18:56:42Z 5.58 198 339 1615 9223372036854775807 393 1048576 14703 81 138 1
2026-08-15T18:56:47Z 5.46 198 339 1615 9223372036854775807 393 1048576 14700 81 103 1
2026-08-15T18:56:53Z 5.02 182 319 1410 9223372036854775807 406 1048576 14715 2 137 1
2026-08-15T18:56:58Z 6.30 198 339 1639 9223372036854775807 456 1048576 14696 78 137 1
2026-08-15T18:57:03Z 7.08 197 338 1649 9223372036854775807 321 1048576 14696 78 105 1
2026-08-15T18:57:08Z 6.51 180 317 1366 9223372036854775807 323 1048576 14732 1 137 1
2026-08-15T18:57:13Z 6.15 197 338 1596 9223372036854775807 369 1048576 14709 75 137 1
2026-08-15T18:57:18Z 6.14 197 338 1596 9223372036854775807 369 1048576 14708 75 103 1
2026-08-15T18:57:23Z 5.64 180 317 1367 9223372036854775807 373 1048576 14728 1 132 1
2026-08-15T18:57:28Z 5.35 199 340 1657 9223372036854775807 431 1048576 14701 81 134 1
2026-08-15T18:57:33Z 5.08 199 340 1693 9223372036854775807 431 1048576 14699 81 134 1
2026-08-15T18:57:38Z 4.68 178 315 1331 9223372036854775807 431 1048576 14729 1 134 1
2026-08-15T18:57:43Z 4.30 201 342 1637 9223372036854775807 486 1048576 14706 79 137 3
2026-08-15T18:57:48Z 4.12 199 340 1610 9223372036854775807 496 1048576 14696 78 137 1
2026-08-15T18:57:53Z 3.95 179 317 1331 9223372036854775807 496 1048576 14725 1 133 1
2026-08-15T18:57:58Z 3.63 182 320 1369 9223372036854775807 498 1048576 14723 1 132 1
2026-08-15T18:58:03Z 3.50 201 343 1649 9223372036854775807 317 1048576 14699 81 133 1
2026-08-15T18:58:08Z 3.38 201 343 1683 9223372036854775807 317 1048576 14698 81 101 1
2026-08-15T18:58:13Z 3.11 182 320 1369 9223372036854775807 319 1048576 14733 1 133 1
2026-08-15T18:58:18Z 3.02 201 343 1613 9223372036854775807 369 1048576 14709 81 134 1
2026-08-15T18:58:23Z 3.02 201 343 1613 9223372036854775807 369 1048576 14704 81 104 1
2026-08-15T18:58:28Z 2.78 182 320 1363 9223372036854775807 373 1048576 14723 1 134 1
2026-08-15T18:58:33Z 3.52 206 348 1741 9223372036854775807 432 1048576 14669 79 135 2
2026-08-15T18:58:38Z 3.39 202 344 1696 9223372036854775807 442 1048576 14682 79 135 3
2026-08-15T18:58:43Z 3.12 182 320 1365 9223372036854775807 444 1048576 14718 1 129 1
2026-08-15T18:58:48Z 2.87 201 343 1617 9223372036854775807 491 1048576 14705 81 130 1
2026-08-15T18:58:54Z 2.80 201 343 1615 9223372036854775807 491 1048576 14702 81 130 1
2026-08-15T18:58:59Z 2.90 180 318 1327 9223372036854775807 491 1048576 14725 1 133 1
2026-08-15T18:59:04Z 2.67 200 342 1618 9223372036854775807 540 1048576 14710 78 133 1
2026-08-15T18:59:09Z 2.77 200 342 1638 9223372036854775807 325 1048576 14706 78 133 1
2026-08-15T18:59:14Z 2.71 180 318 1329 9223372036854775807 325 1048576 14729 1 130 1
2026-08-15T18:59:19Z 2.49 182 320 1365 9223372036854775807 327 1048576 14733 1 129 1
2026-08-15T18:59:24Z 2.45 201 343 1633 9223372036854775807 376 1048576 14704 79 130 3
2026-08-15T18:59:29Z 2.42 201 343 1633 9223372036854775807 380 1048576 14695 79 98 3
2026-08-15T18:59:34Z 2.22 182 320 1367 9223372036854775807 394 1048576 14709 1 131 1
2026-08-15T18:59:39Z 2.20 201 343 1663 9223372036854775807 450 1048576 14692 81 132 1
2026-08-15T18:59:44Z 2.27 201 343 1653 9223372036854775807 450 1048576 14692 81 128 1
2026-08-15T18:59:49Z 2.09 182 320 1369 9223372036854775807 452 1048576 14727 1 133 1
2026-08-15T18:59:54Z 2.08 200 342 1619 9223372036854775807 502 1048576 14706 81 134 1
2026-08-15T18:59:59Z 2.07 200 342 1619 9223372036854775807 502 1048576 14704 81 101 1
2026-08-15T19:00:04Z 1.91 181 330 1351 9223372036854775807 504 1048576 14730 1 133 1
2026-08-15T19:00:09Z 1.75 184 344 1563 9223372036854775807 409 1048576 14702 201 134 1
2026-08-15T19:00:14Z 2.49 184 349 1563 9223372036854775807 410 1048576 14682 201 104 1
2026-08-15T19:00:19Z 3.18 181 319 1370 9223372036854775807 411 1048576 14707 2 109 3
2026-08-15T19:00:24Z 2.92 205 347 1706 9223372036854775807 461 1048576 14593 62 110 3
2026-08-15T19:00:29Z 2.69 205 351 1891 9223372036854775807 567 1048576 14585 261 112 1
2026-08-15T19:00:34Z 2.63 205 351 1891 9223372036854775807 567 1048576 14590 261 78 1
2026-08-15T19:00:39Z 2.58 178 316 1340 9223372036854775807 571 1048576 14722 1 120 1
2026-08-15T19:00:44Z 2.37 183 325 1742 9223372036854775807 680 1048576 14714 201 122 1
2026-08-15T19:00:49Z 2.42 183 325 1752 9223372036854775807 680 1048576 14711 201 90 1
2026-08-15T19:00:54Z 2.39 178 316 1341 9223372036854775807 680 1048576 14736 1 90 1
2026-08-15T19:01:00Z 2.20 179 317 1379 9223372036854775807 683 1048576 14734 1 90 1
2026-08-15T19:01:05Z 2.26 182 324 1591 9223372036854775807 423 1048576 14714 201 60 1
2026-08-15T19:01:10Z 2.24 182 324 1591 9223372036854775807 423 1048576 14712 201 60 1
2026-08-15T19:01:15Z 2.06 181 329 1408 9223372036854775807 434 1048576 14726 2 60 3
2026-08-15T19:01:20Z 2.78 183 344 1574 9223372036854775807 517 1048576 14696 201 57 1
2026-08-15T19:01:25Z 3.52 183 344 1573 9223372036854775807 517 1048576 14681 201 55 1
2026-08-15T19:01:30Z 3.23 202 344 1684 9223372036854775807 559 1048576 14590 61 62 1
2026-08-15T19:01:35Z 2.98 202 344 1684 9223372036854775807 560 1048576 14592 61 60 1
2026-08-15T19:01:40Z 3.14 205 351 1896 9223372036854775807 662 1048576 14591 261 18 1
2026-08-15T19:01:45Z 3.05 205 351 1896 9223372036854775807 665 1048576 14601 261 18 1
2026-08-15T19:01:50Z 2.80 180 318 1383 9223372036854775807 671 1048576 14722 1 62 1
2026-08-15T19:01:55Z 2.58 182 324 1733 9223372036854775807 771 1048576 14714 201 63 1
2026-08-15T19:02:00Z 2.53 182 324 1735 9223372036854775807 771 1048576 14718 201 62 1
2026-08-15T19:02:05Z 2.49 184 331 1474 9223372036854775807 256 1048576 14708 2 61 3
2026-08-15T19:02:10Z 2.29 184 326 1641 9223372036854775807 367 1048576 14716 202 63 3
2026-08-15T19:02:15Z 2.27 182 324 1595 9223372036854775807 367 1048576 14706 201 61 1
2026-08-15T19:02:20Z 2.24 177 315 1340 9223372036854775807 368 1048576 14727 1 64 1
2026-08-15T19:02:25Z 2.06 179 329 1358 9223372036854775807 370 1048576 14736 1 62 1
2026-08-15T19:02:30Z 2.70 182 343 1570 9223372036854775807 470 1048576 14686 201 55 1
2026-08-15T19:02:35Z 3.44 182 344 1570 9223372036854775807 471 1048576 14673 201 55 1
2026-08-15T19:02:40Z 3.17 201 343 1683 9223372036854775807 513 1048576 14602 61 60 1
