# started 2026-08-15T18:43:38Z on ip-172-31-9-237
# time load procs threads fd_used fd_max conntrack ct_max mem_avail_mb tcp_estab tcp_tw sshd
2026-08-15T18:45:12Z 0.91 179 228 1157 9223372036854775807 0 1048576 14814 1 41 1
2026-08-15T18:45:17Z 0.92 178 228 1158 9223372036854775807 0 1048576 14793 1 41 1
2026-08-15T18:45:22Z 0.92 179 228 1158 9223372036854775807 0 1048576 14771 1 41 1
2026-08-15T18:45:27Z 0.93 180 229 1166 9223372036854775807 0 1048576 14781 1 38 1
2026-08-15T18:45:32Z 1.02 183 232 1216 9223372036854775807 0 1048576 14740 2 32 3
2026-08-15T18:45:37Z 1.01 181 230 1166 9223372036854775807 0 1048576 14777 1 29 1
2026-08-15T18:45:42Z 1.01 181 230 1169 9223372036854775807 0 1048576 14803 1 29 1
2026-08-15T18:45:47Z 1.01 181 230 1167 9223372036854775807 0 1048576 14757 1 26 1
2026-08-15T18:45:52Z 1.01 181 230 1168 9223372036854775807 0 1048576 14757 1 22 1
2026-08-15T18:45:57Z 1.01 181 230 1168 9223372036854775807 0 1048576 14796 1 16 1
2026-08-15T18:46:02Z 1.01 181 230 1167 9223372036854775807 0 1048576 14766 1 6 1
2026-08-15T18:46:07Z 1.01 181 230 1170 9223372036854775807 0 1048576 14807 1 1 1
